log,max_bonddim,status,step,phase,seconds,krylov_nobs,krylov_min,krylov_max,krylov_mean
H77_T4_m16.log,16,completed,97,normal,102.874134,194,11,15,13.164948453608247
H77_T4_m16.log,16,completed,98,normal,103.610112,194,11,15,13.164948453608247
H77_T4_m16.log,16,completed,99,normal,103.767633,194,11,15,13.164948453608247
H77_T4_m16.log,16,completed,100,normal,102.975709,194,11,15,13.11340206185567
H77_T4_m16.log,16,completed,101,normal,104.607488,194,11,15,13.123711340206185
H77_T4_m16.log,16,completed,102,normal,103.860984,194,11,15,13.092783505154639
H77_T4_m16.log,16,completed,103,normal,103.655860,194,11,15,13.082474226804123
H77_T4_m16.log,16,completed,104,normal,104.256991,194,11,15,13.082474226804123
H77_T4_m16.log,16,completed,105,normal,102.910388,194,11,15,13.061855670103093
H77_T4_m16.log,16,completed,106,normal,102.765342,194,11,15,13.051546391752577
H77_T4_m16.log,16,completed,107,normal,102.415504,194,11,15,13.030927835051546
H77_T4_m16.log,16,completed,108,normal,103.096309,194,11,15,13.030927835051546
H77_T4_m16.log,16,completed,109,normal,104.402385,194,11,15,13.02061855670103
H77_T4_m16.log,16,completed,110,normal,103.682752,194,11,15,13.02061855670103
H77_T4_m16.log,16,completed,111,normal,103.785501,194,11,15,13.02061855670103
H77_T4_m16.log,16,completed,112,normal,103.774138,194,11,15,13.010309278350515
H77_T4_m16.log,16,completed,113,normal,104.326139,194,11,15,13.010309278350515
H77_T4_m16.log,16,completed,114,normal,104.056730,194,11,15,13.010309278350515
H77_T4_m16.log,16,completed,115,normal,102.868905,194,11,15,13.010309278350515
H77_T4_m16.log,16,completed,116,normal,103.620814,194,11,15,13.010309278350515
H77_T4_m16.log,16,completed,117,normal,103.027369,194,11,15,12.989690721649485
H77_T4_m16.log,16,completed,118,normal,103.266581,194,11,15,12.989690721649485
H77_T4_m16.log,16,completed,119,normal,102.612287,194,11,15,12.989690721649485
H77_T4_m16.log,16,completed,120,normal,103.871404,194,11,15,12.989690721649485
H77_T4_m16.log,16,completed,121,normal,103.410909,194,11,15,12.989690721649485
H77_T4_m16.log,16,completed,122,normal,103.587686,194,11,15,12.989690721649485
H77_T4_m16.log,16,completed,123,normal,102.807424,194,11,15,12.989690721649485
H77_T4_m16.log,16,completed,124,normal,104.026467,194,11,15,12.989690721649485
H77_T4_m16.log,16,completed,125,normal,103.148817,194,11,15,12.989690721649485
H77_T4_m16.log,16,completed,126,normal,103.340036,194,11,15,12.97938144329897
H77_T4_m16.log,16,completed,127,normal,102.380672,194,11,15,12.969072164948454
H77_T4_m16.log,16,completed,128,normal,103.410969,194,11,15,12.938144329896907
H77_T4_m16.log,16,completed,129,normal,102.688604,194,11,15,12.927835051546392
H77_T4_m16.log,16,completed,130,normal,103.046898,194,11,15,12.927835051546392
H77_T4_m16.log,16,completed,131,normal,102.337844,194,11,15,12.927835051546392
H77_T4_m16.log,16,completed,132,normal,103.337717,194,11,15,12.927835051546392
H77_T4_m16.log,16,completed,133,normal,102.878274,194,11,15,12.917525773195877
H77_T4_m16.log,16,completed,134,normal,102.799572,194,11,15,12.917525773195877
H77_T4_m16.log,16,completed,135,normal,102.542606,194,11,15,12.917525773195877
H77_T4_m16.log,16,completed,136,normal,104.378433,194,11,15,12.917525773195877
H77_T4_m16.log,16,completed,137,normal,103.708475,194,11,15,12.917525773195877
H77_T4_m16.log,16,completed,138,normal,103.713634,194,11,15,12.917525773195877
H77_T4_m16.log,16,completed,139,normal,103.978276,194,11,15,12.917525773195877
H77_T4_m16.log,16,completed,140,normal,104.272489,194,11,15,12.917525773195877
H77_T4_m16.log,16,completed,141,normal,103.984595,194,11,15,12.917525773195877
H77_T4_m16.log,16,completed,142,normal,103.814994,194,11,15,12.917525773195877
H77_T4_m16.log,16,completed,143,normal,103.543017,194,11,15,12.917525773195877
H77_T4_m16.log,16,completed,144,normal,104.374786,194,11,15,12.917525773195877
H77_T4_m16.log,16,completed,145,normal,103.756173,194,11,15,12.917525773195877
H77_T4_m16.log,16,completed,146,normal,103.651186,194,11,15,12.907216494845361
H77_T4_m16.log,16,completed,147,normal,103.580237,194,11,15,12.907216494845361
H77_T4_m16.log,16,completed,148,normal,104.115240,194,11,15,12.907216494845361
H77_T4_m16.log,16,completed,149,normal,103.845361,194,11,15,12.907216494845361
H77_T4_m16.log,16,completed,150,normal,103.814758,194,11,15,12.907216494845361
H77_T4_m16.log,16,completed,151,normal,103.508131,194,11,15,12.896907216494846
H77_T4_m16.log,16,completed,152,normal,104.296510,194,11,15,12.896907216494846
H77_T4_m16.log,16,completed,153,normal,103.400548,194,11,15,12.896907216494846
H77_T4_m16.log,16,completed,154,normal,103.739965,194,11,15,12.896907216494846
H77_T4_m16.log,16,completed,155,normal,103.700865,194,11,15,12.88659793814433
H77_T4_m16.log,16,completed,156,normal,104.168840,194,11,15,12.88659793814433
H77_T4_m16.log,16,completed,157,normal,103.944445,194,11,15,12.876288659793815
H77_T4_m16.log,16,completed,158,normal,103.960521,194,11,15,12.876288659793815
H77_T4_m16.log,16,completed,159,normal,102.299035,194,11,15,12.855670103092784
H77_T4_m16.log,16,completed,160,normal,103.366291,194,11,15,12.855670103092784
H77_T4_m16.log,16,completed,161,normal,102.819606,194,11,15,12.855670103092784
H77_T4_m16.log,16,completed,162,normal,102.376855,194,11,15,12.845360824742269
H77_T4_m16.log,16,completed,163,normal,101.977390,194,11,15,12.845360824742269
H77_T4_m16.log,16,completed,164,normal,103.599497,194,11,15,12.845360824742269
H77_T4_m16.log,16,completed,165,normal,102.519894,194,11,15,12.845360824742269
H77_T4_m16.log,16,completed,166,normal,102.461093,194,11,15,12.845360824742269
H77_T4_m16.log,16,completed,167,normal,102.061385,194,11,15,12.845360824742269
H77_T4_m16.log,16,completed,168,normal,103.693314,194,11,15,12.8659793814433
H77_T4_m16.log,16,completed,169,normal,103.253329,194,11,15,12.8659793814433
H77_T4_m16.log,16,completed,170,normal,103.705241,194,11,15,12.8659793814433
H77_T4_m16.log,16,completed,171,normal,103.679501,194,11,15,12.8659793814433
H77_T4_m16.log,16,completed,172,normal,104.028354,194,11,15,12.855670103092784
H77_T4_m16.log,16,completed,173,normal,103.212107,194,11,15,12.855670103092784
H77_T4_m16.log,16,completed,174,normal,103.530883,194,11,15,12.855670103092784
H77_T4_m16.log,16,completed,175,normal,103.918028,194,11,15,12.855670103092784
H77_T4_m16.log,16,completed,176,normal,103.753943,194,11,15,12.855670103092784
H77_T4_m16.log,16,completed,177,normal,102.640404,194,11,15,12.855670103092784
H77_T4_m16.log,16,completed,178,normal,102.562962,194,11,15,12.855670103092784
H77_T4_m16.log,16,completed,179,normal,102.466531,194,11,15,12.835051546391753
H77_T4_m16.log,16,completed,180,normal,103.920312,194,11,15,12.835051546391753
H77_T4_m16.log,16,completed,181,normal,102.440041,194,11,15,12.835051546391753
H77_T4_m16.log,16,completed,182,normal,102.737745,194,11,15,12.835051546391753
H77_T4_m16.log,16,completed,183,normal,102.797855,194,11,15,12.835051546391753
H77_T4_m16.log,16,completed,184,normal,103.888506,194,11,15,12.835051546391753
H77_T4_m16.log,16,completed,185,normal,102.852857,194,11,15,12.824742268041238
H77_T4_m16.log,16,completed,186,normal,102.630198,194,11,15,12.824742268041238
H77_T4_m16.log,16,completed,187,normal,102.143821,194,11,15,12.824742268041238
H77_T4_m16.log,16,completed,188,normal,103.900656,194,11,15,12.824742268041238
H77_T4_m16.log,16,completed,189,normal,102.304741,194,11,15,12.824742268041238
H77_T4_m16.log,16,completed,190,normal,102.717354,194,11,15,12.824742268041238
H77_T4_m16.log,16,completed,191,normal,102.782356,194,11,15,12.824742268041238
H77_T4_m16.log,16,completed,192,normal,103.819128,194,11,15,12.835051546391753
H77_T4_m16.log,16,completed,193,normal,102.203738,194,11,15,12.824742268041238
H77_T4_m16.log,16,completed,194,normal,102.830442,194,11,15,12.824742268041238
H77_T4_m16.log,16,completed,195,normal,102.577162,194,11,15,12.814432989690722
H77_T4_m16.log,16,completed,196,normal,103.525506,194,11,15,12.814432989690722
H77_T4_m16.log,16,completed,197,normal,102.665845,194,11,15,12.814432989690722
H77_T4_m16.log,16,completed,198,normal,103.043380,194,11,15,12.793814432989691
H77_T4_m16.log,16,completed,199,normal,102.353100,194,11,15,12.793814432989691
H77_T4_m16.log,16,completed,200,normal,103.428586,194,11,15,12.793814432989691
H77_T4_m16.log,16,completed,201,normal,102.851015,194,11,15,12.793814432989691
H77_T4_m16.log,16,completed,202,normal,102.741741,194,11,15,12.793814432989691
H77_T4_m16.log,16,completed,203,normal,102.431893,194,11,15,12.793814432989691
H77_T4_m16.log,16,completed,204,normal,103.570112,194,11,15,12.793814432989691
H77_T4_m16.log,16,completed,205,normal,102.216882,194,11,15,12.793814432989691
H77_T4_m16.log,16,completed,206,normal,103.094124,194,11,15,12.783505154639176
H77_T4_m16.log,16,completed,207,normal,102.584309,194,11,15,12.783505154639176
H77_T4_m16.log,16,completed,208,normal,103.595954,194,11,15,12.783505154639176
H77_T4_m16.log,16,completed,209,normal,102.810263,194,11,15,12.783505154639176
H77_T4_m16.log,16,completed,210,normal,103.423956,194,11,15,12.783505154639176
H77_T4_m16.log,16,completed,211,normal,102.563003,194,11,15,12.783505154639176
H77_T4_m16.log,16,completed,212,normal,103.680473,194,11,15,12.762886597938145
H77_T4_m16.log,16,completed,213,normal,102.424694,194,11,15,12.762886597938145
H77_T4_m16.log,16,completed,214,normal,103.338277,194,11,15,12.75257731958763
H77_T4_m16.log,16,completed,215,normal,102.777135,194,11,15,12.731958762886597
H77_T4_m16.log,16,completed,216,normal,103.102895,194,11,15,12.721649484536082
H77_T4_m16.log,16,completed,217,normal,102.092831,194,11,15,12.721649484536082
H77_T4_m16.log,16,completed,218,normal,102.732077,194,11,15,12.721649484536082
H77_T4_m16.log,16,completed,219,normal,101.849264,194,11,15,12.721649484536082
H77_T4_m16.log,16,completed,220,normal,103.181911,194,11,15,12.721649484536082
H77_T4_m16.log,16,completed,221,normal,104.062167,194,11,15,12.721649484536082
H77_T4_m16.log,16,completed,222,normal,103.193289,194,11,15,12.711340206185566
H77_T4_m16.log,16,completed,223,normal,102.741111,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,224,normal,102.540990,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,225,normal,102.714840,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,226,normal,102.687947,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,227,normal,103.205814,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,228,normal,103.740814,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,229,normal,103.158105,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,230,normal,102.572608,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,231,normal,101.602797,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,232,normal,102.376471,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,233,normal,102.168061,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,234,normal,102.013967,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,235,normal,101.530444,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,236,normal,102.417666,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,237,normal,102.421315,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,238,normal,101.983523,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,239,normal,101.551762,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,240,normal,102.735300,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,241,normal,103.314775,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,242,normal,103.205081,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,243,normal,102.302043,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,244,normal,103.185250,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,245,normal,103.605928,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,246,normal,102.874453,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,247,normal,101.420674,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,248,normal,102.008511,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,249,normal,102.936533,194,11,15,12.70103092783505
H77_T4_m16.log,16,completed,250,normal,103.063539,194,11,15,12.690721649484535
H77_T4_m32.log,32,failed_or_cancelled,,no_completed_step,,,,,
